ID,FullName_lang,ShortName_lang,GroupFinderCategoryID,OrderIndex,GroupFinderActivityGrpID,Flags,MinGearLevelSuggestion,PlayerConditionID,MapID,DifficultyID,AreaID,MaxPlayers,DisplayType,OverrideContentTuningID,MapChallengeModeID
2,Teldrassil,Teldrassil,1,0,3,258,0,0,1,0,141,0,4,0,0
3,Marche de l’Ouest,Marche de l’Ouest,1,0,2,258,0,0,0,0,40,0,4,0,0
4,Siège d’Orgrimmar (normal),Normal,3,0,1,35,0,0,1136,14,0,30,0,0,0
6,Arène (2c2),2c2,4,0,0,36,0,78463,0,0,0,2,2,0,0
7,Arène (3c3),3c3,4,1,0,36,0,78463,0,0,0,3,2,0,0
9,Cœur de la fournaise,Cœur de la fournaise,3,-1,0,34,0,0,409,9,0,40,0,0,0
14,Escarmouche en arène (2c2),2c2,7,0,0,36,0,86427,0,0,0,2,2,0,0
15,Champs de bataille,Champs de bataille,8,0,0,36,0,86429,0,0,0,5,1,0,0
16,JcE personnalisé,Personnalisé,6,0,0,34,0,0,0,0,0,0,0,0,0
17,PvP personnalisé,JcJ personnalisé,6,0,0,36,0,0,0,0,0,0,0,0,0
18,Mortemines (normal),Normal,2,0,5,98,0,0,36,1,0,5,1,0,0
19,Champs de bataille cotés,Champs de bataille cotés,9,0,0,36,0,78463,0,0,0,0,0,0,0
21,Mine de la Masse-Sanglante (normal),Normal,2,1,6,99,0,0,1175,1,0,5,1,0,0
22,Quais de Fer (normal),Normal,2,1,7,99,50,87337,1195,1,0,5,1,0,0
23,Auchindoun (normal),Normal,2,1,8,99,0,0,1182,1,0,5,1,0,0
24,Orée-du-Ciel (normal),Normal,2,1,9,99,0,0,1209,1,0,5,1,0,0
25,Dépôt de Tristerail (normal),Normal,2,1,10,99,0,87337,1208,1,0,5,1,0,0
26,La Flore éternelle (normal),Normal,2,1,11,99,0,0,1279,1,0,5,1,0,0
27,Terres sacrées d’Ombrelune (normal),Normal,2,1,12,99,0,0,1176,1,0,5,1,0,0
28,Sommet du pic Rochenoire (normal),Normal,2,1,13,99,0,0,1358,1,0,5,1,0,0
29,Mine de la Masse-Sanglante (héroïque),Héroïque,2,2,6,99,0,0,1175,2,0,5,1,0,0
30,Quais de Fer (héroïque),Héroïque,2,2,7,99,50,87337,1195,2,0,5,1,0,0
31,Auchindoun (héroïque),Héroïque,2,2,8,99,0,0,1182,2,0,5,1,0,0
32,Orée-du-Ciel (héroïque),Héroïque,2,2,9,99,0,0,1209,2,0,5,1,0,0
33,Dépôt de Tristerail (héroïque),Héroïque,2,2,10,99,0,87337,1208,2,0,5,1,0,0
34,La Flore éternelle (héroïque),Héroïque,2,2,11,99,0,0,1279,2,0,5,1,0,0
35,Terres sacrées d’Ombrelune (héroïque),Héroïque,2,2,12,99,0,0,1176,2,0,5,1,0,0
36,Sommet du pic Rochenoire (héroïque),Héroïque,2,2,13,99,0,0,1358,2,0,5,1,0,0
37,Cognefort (normal),Normal,3,0,14,35,0,27290,1228,14,0,30,0,0,0
38,Cognefort (héroïque),Héroïque,3,0,14,35,0,27291,1228,15,0,30,0,0,0
39,Fonderie des Rochenoires (normal),Normal,3,0,15,35,0,27806,1205,14,0,30,0,0,0
40,Fonderie des Rochenoires (héroïque),Héroïque,3,0,15,35,0,27807,1205,15,0,30,0,0,0
