ID,FullName_lang,ShortName_lang,GroupFinderCategoryID,OrderIndex,GroupFinderActivityGrpID,Flags,MinGearLevelSuggestion,PlayerConditionID,MapID,DifficultyID,AreaID,MaxPlayers,DisplayType,OverrideContentTuningID,MapChallengeModeID
2,텔드랏실,텔드랏실,1,0,3,258,0,0,1,0,141,0,4,0,0
3,서부 몰락지대,서부 몰락지대,1,0,2,258,0,0,0,0,40,0,4,0,0
4,오그리마 공성전 (일반),일반,3,0,1,35,0,0,1136,14,0,30,0,0,0
6,투기장 (2v2),2v2,4,0,0,36,0,78463,0,0,0,2,2,0,0
7,투기장 (3v3),3v3,4,1,0,36,0,78463,0,0,0,3,2,0,0
9,화산 심장부,화산 심장부,3,-1,0,34,0,0,409,9,0,40,0,0,0
14,투기장 연습 전투 (2v2),2v2,7,0,0,36,0,86427,0,0,0,2,2,0,0
15,전장,전장,8,0,0,36,0,86429,0,0,0,5,1,0,0
16,사용자 설정 PvE,사용자 설정,6,0,0,34,0,0,0,0,0,0,0,0,0
17,사용자 설정 PvP,사용자 설정 PvP,6,0,0,36,0,0,0,0,0,0,0,0,0
18,죽음의 폐광 (일반),일반,2,0,5,98,0,0,36,1,0,5,1,0,0
19,평점제 전장,평점제 전장,9,0,0,36,0,78463,0,0,0,0,0,0,0
21,피망치 잿가루 광산 (일반),일반,2,1,6,99,0,0,1175,1,0,5,1,0,0
22,강철 선착장 (일반),일반,2,1,7,99,50,87337,1195,1,0,5,1,0,0
23,아킨둔 (일반),일반,2,1,8,99,0,0,1182,1,0,5,1,0,0
24,하늘탑 (일반),일반,2,1,9,99,0,0,1209,1,0,5,1,0,0
25,파멸철로 정비소 (일반),일반,2,1,10,99,0,87337,1208,1,0,5,1,0,0
26,상록숲 (일반),일반,2,1,11,99,0,0,1279,1,0,5,1,0,0
27,어둠달 지하묘지 (일반),일반,2,1,12,99,0,0,1176,1,0,5,1,0,0
28,검은바위 첨탑 상층 (일반),일반,2,1,13,99,0,0,1358,1,0,5,1,0,0
29,피망치 잿가루 광산 (영웅),영웅,2,2,6,99,0,0,1175,2,0,5,1,0,0
30,강철 선착장 (영웅),영웅,2,2,7,99,50,87337,1195,2,0,5,1,0,0
31,아킨둔 (영웅),영웅,2,2,8,99,0,0,1182,2,0,5,1,0,0
32,하늘탑 (영웅),영웅,2,2,9,99,0,0,1209,2,0,5,1,0,0
33,파멸철로 정비소 (영웅),영웅,2,2,10,99,0,87337,1208,2,0,5,1,0,0
34,상록숲 (영웅),영웅,2,2,11,99,0,0,1279,2,0,5,1,0,0
35,어둠달 지하묘지 (영웅),영웅,2,2,12,99,0,0,1176,2,0,5,1,0,0
36,검은바위 첨탑 상층 (영웅),영웅,2,2,13,99,0,0,1358,2,0,5,1,0,0
37,높은망치 (일반),일반,3,0,14,35,0,27290,1228,14,0,30,0,0,0
38,높은망치 (영웅),영웅,3,0,14,35,0,27291,1228,15,0,30,0,0,0
39,검은바위 용광로 (일반),일반,3,0,15,35,0,27806,1205,14,0,30,0,0,0
40,검은바위 용광로 (영웅),영웅,3,0,15,35,0,27807,1205,15,0,30,0,0,0
41,오그리마 공성전 (영웅),영웅,3,0,1,35,0,0,1136,15,0,30,0,0,0
42,오그리마 공성전 (신화),신화,3,0,1,35,0,0,1136,16,0,20,0,0,0
43,낙스라마스 (10인),10인,3,0,16,35,0,0,533,3,0,10,0,0,0
44,낙스라마스 (25인),25인,3,0,16,35,0,0,533,4,0,25,0,0,0
45,카라잔,카라잔,3,0,0,35,0,0,532,3,0,10,0,0,0
46,얼음왕관 성채 (10인 일반),10인 일반,3,0,17,547,0,0,631,3,0,10,0,0,0
47,얼음왕관 성채 (10인 영웅),10인 영웅,3,0,17,547,0,0,631,5,0,10,0,0,0
48,얼음왕관 성채 (25인 일반),25인 일반,3,0,17,547,0,0,631,4,0,25,0,0,0
49,얼음왕관 성채 (25인 영웅),25인 영웅,3,0,17,547,0,0,631,6,0,25,0,0,0
50,통곡의 동굴 (일반),통곡의 동굴,2,0,0,98,0,0,43,1,0,5,1,0,0
51,스칼로맨스 (일반),일반,2,0,18,98,0,0,1007,1,0,5,1,0,0
52,성난불길 협곡 (일반),성난불길 협곡,2,0,0,98,0,0,389,1,0,5,1,0,0
53,그림자송곳니 성채 (일반),일반,2,0,19,98,0,0,33,1,0,5,1,0,0
54,검은심연 나락 (일반),검은심연 나락,2,0,0,98,0,0,48,1,0,5,1,0,0
