ID,SortName_lang,UiOrderIndex
1,대규모,0
21,할로윈 축제,0
22,이벤트,0
23,대격변,0
24,약초채집,0
25,전장,0
41,망자의 날,0
61,흑마법사,0
81,전사,0
82,주술사,0
101,낚시,0
121,대장기술,0
141,성기사,0
161,마법사,0
162,도적,0
181,연금술,0
182,가죽세공,0
201,기계공학,0
221,보물 지도,0
241,마상시합,3
261,사냥꾼,0
262,사제,0
263,드루이드,0
264,재봉술,0
284,특수,0
304,요리,0
324,응급치료,0
344,전설,0
364,다크문 축제,0
365,안퀴라즈 전쟁,0
366,달의 축제,0
367,평판,0
368,침공,0
369,한여름 불꽃축제,0
370,가을 축제,0
371,주문각인,0
372,죽음의 기사,0
373,보석세공,0
374,귀족의 정원,0
375,순례자의 감사절,0
376,온누리에 사랑을,0
377,고고학,0
378,어린이 주간,0
379,불의 땅 침공,0
380,잔달라 부족,0
381,정령의 속박,0
391,판다렌 양조사,0
392,시나리오,0
394,전투 애완동물,2
395,수도사,0
396,상륙지,0
397,판다리아 대장정,0
398,타기,0
399,싸움꾼 조합,0
400,수련의 장,0
401,주둔지 대장정,0
402,어둠의 문 공격 작전,0
403,주둔지 지원,0
404,벌목,0
405,훔치기,0
406,유물,0
407,악마사냥꾼,0
408,채광,0
409,주말 이벤트,0
410,마법부여,0
411,무두질,0
412,전역 퀘스트,0
413,죽음의 기사 대장정,0
416,악마사냥꾼 대장정,0
417,드루이드 대장정,0
418,사냥꾼 대장정,0
419,수도사 대장정,0
420,마법사 대장정,0
421,사제 대장정,0
422,성기사 대장정,0
423,주술사 대장정,0
424,도적 대장정,0
425,흑마법사 대장정,0
426,전사 대장정,0
427,연맹 전당,0
428,군단척결 대장정,0
429,일리단 스톰레이지 추적,0
430,해적의 날,0
431,아르거스 원정대,0
432,격전지,0
433,달빛야수 축제,0
434,왕의 길,0
435,크로미의 죽음,0
436,로켓닭,0
437,빛벼림 드레나이,0
438,높은산 타우렌,0
439,공허 엘프,0
440,나이트본,0
441,던전,0
442,공격대,0
444,동맹 종족,0
445,대족장의 목적,0
446,모험 여정,0
447,얼라이언스 전쟁 대장정,0
448,호드 전쟁 대장정,0
449,검은무쇠 드워프,0
450,마그하르 오크,0
451,어둠사냥꾼,0
453,군도 탐험,0
555,야외 플레이어 간 전투,0
556,쿨 티라스의 긍지,0
557,평점제 플레이어 간 전투,0
559,잔달라 트롤,0
560,유산,0
561,Questfall,0
562,티란데의 복수,0
563,사울팽의 운명,0
564,무료 티셔츠의 날,0
565,폭풍의 용광로,0
566,쿨 티란,0
567,습격,0
569,아제로스의 심장,0
571,전문 기술,0
573,나즈자타 추종자,0
574,죄악의 몰락지,0
575,콜라크의 복수,0
576,성약의 단 성소,0
579,친구 초대,0
580,느조스의 환영,0
582,불페라,0
583,기계노움,0
584,검은 제국 대장정,0
586,잿불 궁정,0
587,산산이 조각난 하늘을 가로질러,0
588,엄습하는 죽음,0
589,키리안의 부름,0
590,나이트 페이의 부름,0
591,강령군주의 부름,0
592,벤티르의 부름,0
593,누더기 봉합술,0
594,시간여행 대장정,0
595,승천의 길,0
596,전설 제작,0
600,9.1 대장정,0
601,태초의 존재의 암호,0
602,제레스 모르티스 대장정,0
603,기록관의 전서,0
604,성약의 단 습격,0
606,원생형태 합성,0
607,6장 상징 추적,0
608,풀려난 폭풍,0
609,용비늘 원정대,0
610,원시술사 폭풍,0
611,이스카라 투스카르,0
612,마루크 켄타우로스,0
613,발드라켄 협의회,0
614,기원사,0
615,교역소,0
616,혁신의 동력장치,0
617,장인 무역연합,0
618,열화의 야영지,0
620,사절 임무,0
622,위기의 연구원들,0
623,아제로스 기록 보관소,0
624,멋의 대제전,0
625,제도,0
626,시간의 균열,0
627,꼬마 비늘 탁아소,0
628,꿈결쇄도,0
629,꿈의 감독관,0
